pr_author_login,pr_author_name,pr_create_at,pr_merged_at,pr_changed_files,pr_LOC,pr_reviewers,pr_first_review_at,pr_review_commits,pr_review_comments,pr_commits,repo_stars,repo_created_at,repo_external_contribution,repo_team_size,user_followers,user_created_at,user_experience,user_repo_experience,user_main_member,user_watched,user_succ_rate
chendave,Dave (Wei) Chen,2021-07-05T05:55:03Z,2021-07-06T13:16:42Z,1,4,{'Unknown'},2021-07-05 11:45:50,1,1,2,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,57,2013-11-22T05:30:24Z,7.01,5.0,0,0,0.5706134094151213
andrewsykim,Andrew Sy Kim,2021-07-05T02:27:01Z,2021-07-06T19:08:19Z,1,170,{'Unknown'},2021-07-05 02:29:45,3,10,4,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,230,2015-06-01T15:52:39Z,8.01,5.0,0,1,0.6242197253433208
pacoxu,Paco Xu,2021-07-05T02:01:13Z,2021-07-05T06:06:54Z,1,2,{'Unknown'},2021-07-05 03:29:16,0,1,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,224,2012-07-20T07:29:48Z,9.01,7.0,0,1,0.33296337402885684
nilo19,Qi Ni,2021-07-05T01:38:28Z,2021-07-08T21:02:01Z,2,27,{'Unknown'},2021-07-05 02:25:39,0,0,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,7,2018-02-22T09:40:12Z,42.01,14.0,0,1,0.880742680314211
Huang-Wei,Wei Huang,2021-07-04T23:47:18Z,2021-07-07T08:22:43Z,6,128,{'Unknown'},2021-07-04 23:48:42,1,8,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,230,2012-02-10T10:05:35Z,1.01,1.0,0,1,0.0
thockin,Tim Hockin,2021-07-04T22:12:28Z,2021-07-08T00:05:40Z,8,150,{'Unknown'},2021-07-04 23:28:10,0,6,2,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,1190,2013-10-02T14:46:42Z,8.01,4.0,0,1,0.7490636704119851
tallclair,Tim Allclair,2021-07-04T18:40:17Z,2021-07-10T01:11:17Z,11,906,{'Unknown'},2021-07-06 19:46:55,1,9,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,150,2017-06-28T00:26:16Z,8.01,6.0,0,1,0.4993757802746567
andrewsykim,Andrew Sy Kim,2021-07-04T02:10:11Z,2021-07-06T13:16:30Z,8,154,{'Unknown'},2021-07-05 17:39:38,8,8,9,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,230,2015-06-01T15:52:39Z,8.01,5.0,0,1,0.6242197253433208
justaugustus,Stephen Augustus,2021-07-03T21:10:20Z,2021-07-04T19:38:19Z,4,8,{'Unknown'},2021-07-03 21:12:58,0,0,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,221,2011-01-16T21:48:07Z,28.009999999999998,2.0,0,1,0.8568368439842914
njuptlzf,Kasakaze,2021-07-03T04:56:38Z,2021-07-10T02:40:46Z,1,183,{'Unknown'},2021-07-07 16:16:29,1,9,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,3,2019-07-20T07:23:24Z,12.01,9.0,0,1,0.2497918401332223
swetharepakula,Swetha Repakula,2021-07-02T23:19:19Z,2021-07-08T01:09:13Z,13,3308,{'Unknown'},2021-07-06 19:18:51,0,6,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,41,2012-07-15T20:30:23Z,14.01,3.0,0,0,0.9992862241256246
tallclair,Tim Allclair,2021-07-02T18:46:06Z,2021-07-07T05:11:40Z,7,338,{'Unknown'},2021-07-03 01:57:18,0,18,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,150,2017-06-28T00:26:16Z,8.01,6.0,0,1,0.4993757802746567
andyzhangx,Andy Zhang,2021-07-02T14:52:09Z,2021-07-28T05:01:35Z,2,136,{'Unknown'},2021-07-03 03:09:55,1,10,2,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,399,2013-04-17T06:53:03Z,66.00999999999999,3.0,0,0,0.9241024087259507
